# started on Mon May  4 06:00:08 2026

92.32,msec,task-clock:u,3.08%,87533834,100.00,2.845,CPUs utilized
32523679,ns,duration_time,5.12%,29937472,100.00,,
88705056,ns,user_time,1.36%,86281200,100.00,,
5169283,ns,system_time,10.21%,6587000,100.00,,
215778563,,cycles:u,3.06%,87533834,100.00,2.337,GHz
530720093,,instructions:u,3.02%,87533834,100.00,2.46,insn per cycle
530720093,,inst_retired:u,3.02%,87533834,100.00,5.749,G/sec
530904084,,inst_spec:u,3.02%,87533834,100.00,5.751,G/sec
390731,,stall_frontend:u,12.71%,87533834,100.00,4.233,M/sec
53337423,,stall_backend:u,4.97%,87533834,100.00,577.769,M/sec
