# started on Mon May  4 06:00:02 2026

2.10,msec,task-clock:u,8.51%,2338778,100.00,1.761,CPUs utilized
1237984,ns,duration_time,5.04%,1317677,100.00,,
1350753,ns,user_time,26.14%,2086600,100.00,,
1009233,ns,system_time,31.77%,442000,100.00,,
34212,,l2d_cache:u,0.76%,2338778,100.00,16.322,M/sec
26458,,l2d_cache_rd:u,0.23%,2338778,100.00,12.623,M/sec
7754,,l2d_cache_wr:u,3.73%,2338778,100.00,3.699,M/sec
3264,,l2d_cache_refill:u,0.80%,2338778,100.00,1.557,M/sec
