# started on Mon May  4 05:59:57 2026

6.10,msec,task-clock:u,80.41%,25700240,100.00,1.449,CPUs utilized
4268143,ns,duration_time,71.96%,16552791,100.00,,
2221946,ns,user_time,28.25%,4730400,100.00,,
395450,ns,system_time,92.17%,1850000,100.00,,
6781072,,mem_access:u,83.99%,20450944,79.00,1.112,G/sec
6602424,,mem_access_rd:u,86.50%,24279850,94.00,1.083,G/sec
170548,,mem_access_wr:u,0.19%,25700240,100.00,27.976,M/sec
6612939,,ld_spec:u,86.40%,25700240,100.00,1.085,G/sec
169524,,st_spec:u,0.31%,25700240,100.00,27.808,M/sec
30447,,ase_spec:u,0.24%,25700240,100.00,4.994,M/sec
80,,vfp_spec:u,101.00%,6669686,25.00,13.123,K/sec
