# started on Mon May  4 06:00:01 2026

8.55,msec,task-clock:u,70.94%,2336741,100.00,2.370,CPUs utilized
3664797,ns,duration_time,57.45%,1507064,100.00,,
4509106,ns,user_time,32.43%,7436200,100.00,,
1271356,ns,system_time,27.50%,1608200,100.00,,
19435723,,cycles:u,74.13%,2336741,100.00,2.273,GHz
53904378,,instructions:u,80.28%,2336741,100.00,2.77,insn per cycle
53904378,,inst_retired:u,80.28%,2336741,100.00,6.303,G/sec
54144710,,inst_spec:u,79.92%,2336741,100.00,6.331,G/sec
290005,,stall_frontend:u,4.64%,2336741,100.00,33.909,M/sec
4410342,,stall_backend:u,60.25%,2336741,100.00,515.689,M/sec
