# started on Mon May  4 06:00:00 2026

1.36,msec,task-clock:u,3.43%,1423888,100.00,1.000,CPUs utilized
1411138,ns,duration_time,5.29%,1399453,100.00,,
1653440,ns,user_time,6.53%,1443200,100.00,,
157770,ns,system_time,61.86%,350600,100.00,,
2579726,,cycles:u,3.44%,1423888,100.00,1.898,GHz
5755737,,instructions:u,4.35%,1423888,100.00,2.23,insn per cycle
5755737,,inst_retired:u,4.35%,1423888,100.00,4.235,G/sec
5882910,,inst_spec:u,4.27%,1423888,100.00,4.328,G/sec
261625,,stall_frontend:u,6.27%,1423888,100.00,192.480,M/sec
554398,,stall_backend:u,6.09%,1423888,100.00,407.877,M/sec
