# started on Mon May  4 06:00:02 2026

2.18,msec,task-clock:u,7.61%,2045592,100.00,1.247,CPUs utilized
1804266,ns,duration_time,32.85%,1332232,100.00,,
2518096,ns,user_time,9.09%,2050400,100.00,,
261990,ns,system_time,61.86%,582200,100.00,,
4374656,,cycles:u,7.83%,2045592,100.00,2.006,GHz
1414765,,instructions:u,1.91%,2045592,100.00,0.32,insn per cycle
1414765,,inst_retired:u,1.91%,2045592,100.00,648.746,M/sec
1439437,,inst_spec:u,1.92%,2045592,100.00,660.059,M/sec
82480,,stall_frontend:u,7.06%,2045592,100.00,37.822,M/sec
3822677,,stall_backend:u,8.64%,2045592,100.00,1.753,G/sec
